"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","LEAVE","ID"
"zero",26074,171,0,157904,248,18,12,"very_sat","little","no",9251
"one",140834,202,23,509121,455,1,5,"very_sat","high","no",7087
"one",35438,0,0,299425,137,1,11,"very_unsat","avg","yes",8933
"one",27280,62,0,369155,210,5,1,"very_unsat","very_little","no",7453
"zero",93371,31,0,783690,342,5,10,"avg","little","no",8833
"zero",140609,0,0,333298,699,1,10,"unsat","avg","yes",8800
"zero",42873,214,39,229414,249,26,1,"very_sat","little","no",8147
"one",41332,0,67,289748,189,0,1,"avg","very_little","yes",194
"zero",133514,194,21,286011,786,21,4,"unsat","high","no",6635
"zero",140671,205,0,604757,701,19,15,"very_unsat","little","no",4834
"zero",84559,0,0,460870,319,0,8,"unsat","very_high","no",6091
"one",83575,0,50,615968,359,0,1,"unsat","very_high","no",9027
"one",20767,0,0,565740,142,0,13,"unsat","little","no",6498
"zero",145022,178,0,930270,360,16,13,"avg","little","no",6213
"zero",30761,215,10,798143,214,11,8,"very_unsat","little","yes",5201
"one",89526,0,0,182264,282,0,10,"sat","little","no",299
"one",94708,92,23,434493,373,4,5,"very_unsat","very_little","no",869
"zero",60815,129,80,427433,252,26,1,"very_unsat","little","no",540
"zero",139882,196,24,776070,708,16,6,"very_unsat","very_high","no",1265
"one",20497,226,0,379133,238,11,11,"very_sat","little","no",5607
"one",53512,0,0,243484,377,1,1,"very_sat","very_high","yes",5555
"one",38433,0,0,152328,140,14,15,"avg","very_high","no",8019
"one",131754,0,73,843905,743,21,2,"very_sat","very_high","no",1315
"zero",132241,230,39,708927,672,27,1,"sat","little","no",9624
"zero",143236,46,0,778759,857,3,11,"unsat","little","no",3915
"one",69370,205,67,927378,356,25,2,"unsat","little","no",5265
"one",85523,243,0,681624,196,19,11,"unsat","very_little","yes",6148
"one",58113,81,5,690498,190,5,4,"very_unsat","very_high","no",226
"zero",59159,0,44,874201,329,1,2,"very_sat","little","yes",8606
"one",142570,157,6,933814,522,16,1,"very_unsat","very_high","no",1331
"one",40696,241,6,288825,163,26,5,"avg","very_high","yes",388
"one",27822,145,28,697795,327,1,2,"very_sat","little","no",3450
"one",130641,0,41,577605,622,0,2,"very_sat","little","no",3456
"one",150522,256,14,196079,404,16,2,"sat","very_high","no",6198
"one",44368,156,0,231451,220,29,13,"very_unsat","little","no",2443
"one",157004,44,0,300652,356,1,15,"avg","very_high","no",9348
"zero",40214,0,18,372534,187,0,4,"avg","very_high","no",3670
"zero",64885,37,36,614833,332,5,4,"avg","very_little","no",5403
"one",66034,182,0,280983,292,29,14,"very_sat","little","no",5278
"one",46645,0,9,670813,193,0,5,"avg","little","no",4595
"zero",125033,0,46,287106,160,0,2,"unsat","little","yes",4690
"zero",92174,72,0,285899,316,3,14,"very_sat","very_high","yes",4895
"one",48124,151,0,199654,393,10,2,"very_sat","very_little","no",2622
"one",41105,0,5,195946,204,1,5,"unsat","little","no",1013
"zero",34082,75,47,150449,243,5,2,"very_sat","little","no",7019
"one",142971,95,7,190449,205,1,5,"unsat","high","no",3332
"one",61206,68,0,546344,271,3,11,"avg","very_high","no",2841
"zero",26946,54,0,742802,186,3,2,"very_unsat","very_high","no",2444
"one",39837,44,24,709551,165,3,6,"very_unsat","little","no",3796
"zero",133161,244,0,184108,727,0,6,"sat","very_high","no",3471
"zero",80197,177,7,422991,472,5,5,"avg","high","yes",5126
"zero",60000,0,73,740013,388,0,1,"sat","avg","no",4102
"one",117134,192,0,602263,785,16,12,"unsat","little","yes",7425
"zero",58567,192,37,852410,322,15,8,"very_sat","very_high","no",1021
"zero",46765,60,0,736495,249,4,15,"very_unsat","little","no",7335
"one",51375,34,18,227762,283,5,4,"very_unsat","high","no",121
"one",71546,250,0,974564,273,4,12,"avg","very_high","yes",9544
"zero",41421,0,18,290721,220,1,4,"very_unsat","little","no",139
"zero",105734,43,60,644556,408,5,1,"avg","high","no",7487
"one",22818,0,21,214415,218,1,4,"very_sat","very_little","no",7673
"one",72020,214,14,150731,589,16,6,"unsat","very_high","yes",5963
"one",28331,136,0,198934,143,21,8,"very_unsat","very_high","no",1503
"zero",58289,209,56,932515,358,1,1,"very_sat","very_little","no",9637
"one",48727,0,0,944482,222,22,4,"unsat","little","yes",7825
"one",159513,46,15,501631,300,4,4,"sat","little","no",2132
"zero",55975,0,0,191655,382,1,13,"very_unsat","very_little","no",9590
"zero",44949,0,66,343995,593,0,2,"avg","very_little","yes",649
"zero",72831,62,77,579865,384,3,2,"very_unsat","avg","no",696
"zero",140695,210,0,166196,647,16,11,"very_unsat","little","no",841
"one",113661,191,74,419412,525,21,2,"very_unsat","little","no",7082
"one",109222,42,56,389008,532,3,2,"very_unsat","very_little","yes",6263
"one",27535,0,10,374054,235,1,6,"very_unsat","little","no",5327
"zero",37510,167,11,431161,142,18,6,"very_unsat","very_high","no",7324
"zero",35323,170,40,477121,193,25,1,"very_unsat","very_little","no",3466
"one",27124,210,53,276967,186,18,1,"unsat","high","no",765
"one",21603,49,0,797639,207,5,9,"very_unsat","very_little","yes",3349
"one",34731,215,86,686836,225,10,2,"very_unsat","very_high","yes",1152
"zero",42073,60,74,597006,227,4,2,"very_unsat","little","no",6300
"zero",141478,0,65,860236,132,0,14,"unsat","very_little","no",7440
"one",84255,216,52,374252,164,16,6,"unsat","little","no",9502
"one",149572,0,6,438130,502,28,4,"very_sat","little","yes",7566
"one",141681,0,24,155059,639,0,5,"very_unsat","very_high","no",6076
"one",104401,0,28,406534,893,1,1,"unsat","little","yes",9275
"zero",144698,0,5,445482,892,1,2,"very_unsat","very_little","no",6164
"one",156765,207,5,629392,794,26,4,"very_sat","little","yes",9028
"one",89818,170,83,460368,379,22,1,"very_sat","high","no",7124
"one",121236,223,14,456538,433,18,11,"very_sat","little","yes",2162
"one",90927,213,84,162266,303,21,2,"very_unsat","very_little","no",8229
"one",95596,193,84,747216,131,16,1,"very_unsat","little","no",1547
"zero",22741,56,12,221636,221,4,5,"very_unsat","very_high","yes",5554
"zero",33988,0,15,314777,247,0,4,"unsat","very_little","no",9990
"zero",129532,55,23,998663,515,28,5,"very_unsat","very_high","no",8283
"zero",73389,0,6,262153,383,0,6,"very_unsat","very_little","yes",5044
"zero",102891,72,0,209840,453,23,9,"sat","avg","yes",8803
"one",32644,50,10,562511,135,4,5,"very_sat","little","no",7584
"zero",22798,60,0,763645,181,4,10,"avg","very_little","yes",7819
"one",121521,71,0,723848,537,3,10,"sat","avg","yes",1482
"zero",138481,0,0,680421,796,1,4,"sat","very_little","no",7312
"zero",96997,216,16,627174,328,22,1,"unsat","little","no",8560
"one",52600,0,45,234689,240,1,1,"very_sat","little","no",8319
"zero",46193,0,29,751428,171,1,2,"very_sat","very_high","no",9592
"zero",105332,59,15,977187,519,5,6,"sat","little","no",4090
"zero",124408,0,0,301269,847,0,13,"avg","very_high","no",7986
"zero",152920,172,41,248194,522,11,1,"very_unsat","little","no",7264
"zero",25969,0,22,938549,234,1,5,"avg","little","no",4170
"zero",129195,248,17,778394,867,22,6,"very_unsat","very_little","yes",6666
"zero",123855,43,5,204209,443,4,14,"very_unsat","little","yes",4486
"one",117670,0,72,527355,790,1,1,"unsat","little","no",402
"zero",55416,200,84,379422,347,27,1,"very_sat","high","yes",5165
"zero",39355,0,0,292080,198,0,10,"sat","very_high","no",8504
"one",89126,209,0,510836,273,12,11,"unsat","very_high","yes",2543
"zero",71318,190,87,280486,645,21,1,"sat","high","yes",7089
"one",142718,194,0,532486,734,18,2,"very_unsat","little","no",6602
"one",102909,0,0,441147,538,0,9,"very_sat","very_high","no",6040
"zero",84627,92,0,679133,285,3,10,"very_unsat","little","no",8712
"zero",25634,0,0,591967,185,1,13,"very_unsat","little","no",6853
"one",124242,45,0,259392,572,3,8,"avg","little","no",30
"zero",45488,67,23,810147,241,3,5,"unsat","very_little","yes",3916
"one",158296,81,63,549076,892,4,1,"avg","very_little","no",9124
"zero",50939,0,0,399437,336,12,9,"very_unsat","very_little","no",2122
"one",43543,0,0,345953,151,1,11,"avg","very_high","yes",2526
"zero",98236,42,0,458814,342,21,11,"very_unsat","little","yes",4298
"one",32514,206,0,446730,187,26,14,"unsat","little","no",4512
"zero",68216,228,0,800111,368,27,14,"avg","very_little","no",5333
"zero",48214,70,0,726626,191,3,11,"very_unsat","very_little","no",6425
"zero",138862,165,19,248239,509,26,5,"very_unsat","little","no",7049
"zero",27947,0,0,752432,215,1,13,"very_unsat","little","no",9598
"zero",44482,0,0,601770,162,0,14,"sat","very_little","yes",7501
"one",57292,87,33,421291,398,4,1,"very_unsat","very_high","no",4009
"zero",132377,0,62,238269,816,1,2,"unsat","little","no",2948
"one",96674,0,70,480030,329,1,2,"very_sat","very_high","no",5151
"zero",131382,74,35,220050,765,5,1,"very_sat","little","no",8688
"zero",89453,57,0,892372,329,5,9,"avg","very_little","no",1179
"zero",32540,0,12,889715,165,1,11,"very_sat","very_little","no",9474
"one",68213,203,79,230927,376,28,2,"unsat","very_high","yes",9285
"one",27886,63,63,461456,241,1,2,"very_unsat","little","no",9215
"one",41204,63,59,224134,225,0,2,"avg","very_high","no",2791
"one",117970,173,23,850122,694,26,4,"sat","little","yes",659
"one",29061,167,51,866528,161,19,5,"very_unsat","very_high","no",8615
"one",151357,54,58,201063,539,3,1,"sat","little","yes",608
"one",129733,141,61,753397,248,28,1,"very_unsat","little","no",4949
"one",48425,0,17,373514,249,1,5,"avg","very_little","no",5191
"one",155320,0,6,525153,798,0,4,"very_unsat","little","yes",6857
"one",50239,64,7,306267,553,4,6,"very_sat","little","no",8417
"one",57407,227,18,520106,363,22,4,"very_sat","high","no",6081
"one",71202,184,22,561409,290,20,5,"very_unsat","very_little","yes",4504
"one",113181,0,0,391341,531,0,12,"very_sat","very_little","no",7889
"one",26017,62,33,933191,193,0,1,"unsat","very_high","yes",3068
"one",94980,0,0,418512,283,0,5,"unsat","very_little","no",5152
"zero",88987,0,0,614229,389,0,9,"very_unsat","little","no",3946
"zero",98580,238,0,327032,369,16,12,"very_unsat","very_high","no",4442
"one",28712,0,5,793964,188,NA,6,"very_unsat","very_high","yes",3529
"one",44851,0,11,821132,136,1,4,"unsat","very_high","no",3671
"one",20065,0,0,390113,180,0,15,"unsat","little","yes",4633
"zero",20309,0,87,883556,216,1,1,"very_unsat","high","no",1856
"one",99732,0,18,298973,137,0,5,"very_sat","very_high","no",303
"zero",95824,167,19,779500,320,22,5,"unsat","little","yes",6283
"one",70705,63,0,305015,389,4,13,"sat","little","no",5919
"zero",73895,53,20,243702,415,5,4,"very_unsat","very_high","no",897
"one",114708,160,54,405991,544,28,1,"very_sat","very_high","no",8243
"zero",133290,202,0,708707,737,22,12,"avg","little","no",3977
"one",29678,123,15,265936,216,13,5,"unsat","very_high","no",6527
"one",37000,59,0,508719,233,3,8,"very_unsat","very_little","no",4658
"one",95077,194,23,974290,298,26,4,"very_sat","avg","no",7225
"zero",29850,61,85,349854,164,3,2,"very_sat","high","no",5759
"zero",144810,70,31,848954,691,4,1,"very_unsat","very_little","no",1091
"zero",45647,66,0,422685,172,3,10,"very_unsat","very_high","no",55
"one",98936,0,5,303512,387,1,4,"unsat","little","no",4599
"one",79813,213,0,393841,260,23,6,"very_unsat","very_high","no",6195
"zero",100143,0,63,918278,839,0,2,"very_unsat","avg","no",399
"one",123447,175,0,319842,792,15,12,"unsat","high","no",2193
"one",117734,0,32,260448,456,1,6,"very_unsat","very_high","no",4913
"zero",102780,224,48,233304,788,29,2,"very_sat","little","no",5383
"zero",67035,237,0,823407,393,28,10,"very_sat","high","yes",541
"zero",115887,119,0,260837,522,11,15,"unsat","very_high","yes",4245
"zero",100264,0,23,355594,737,1,6,"unsat","very_high","no",5861
"zero",53968,201,0,233893,361,21,11,"very_unsat","very_little","no",6695
"one",131556,212,0,283989,577,0,13,"very_unsat","little","no",8263
"one",62738,185,81,597756,317,0,2,"very_unsat","little","no",5109
"one",57380,204,0,290207,259,28,14,"very_unsat","very_high","no",7178
"zero",114022,222,52,340333,666,18,2,"very_unsat","very_high","no",5637
"one",127645,69,50,741989,365,4,2,"avg","very_little","no",751
"one",83228,131,0,815814,342,12,14,"very_unsat","little","yes",9099
"zero",87127,77,0,708069,372,3,12,"unsat","very_little","no",7941
"zero",22171,0,0,647107,232,0,15,"very_sat","little","no",5542
"one",103151,43,24,216621,686,5,6,"very_sat","very_little","no",1224
"one",124218,191,21,214778,532,28,4,"very_unsat","high","no",246
"one",20736,0,58,640040,246,0,13,"very_sat","high","no",3052
"zero",73081,182,0,555431,353,15,10,"very_unsat","very_little","no",2440
"zero",128129,88,16,208211,816,3,5,"unsat","very_high","no",6171
"zero",89067,0,70,351820,383,0,1,"avg","little","no",4476
"zero",133614,208,22,677282,709,25,5,"very_unsat","very_high","no",1266
"zero",42651,204,69,824154,160,17,2,"very_sat","little","no",1523
"one",84143,221,0,951304,394,22,13,"very_sat","very_high","no",2432
"zero",33557,214,0,792524,237,28,1,"very_sat","very_high","no",3503
"one",25075,25,56,603991,146,5,2,"avg","very_high","no",5630
"one",70278,191,39,755754,327,27,2,"very_sat","very_high","no",7738
"one",117006,0,0,199375,738,0,6,"very_sat","little","no",2630
"zero",146739,93,36,243285,409,3,1,"very_unsat","very_high","no",5757
"zero",150630,217,13,941505,652,11,4,"very_unsat","high","no",8195
"zero",97660,77,11,176090,343,5,5,"very_unsat","little","yes",3754
"zero",110587,0,77,295428,696,1,2,"very_unsat","little","no",454
"zero",131224,238,7,266870,337,20,5,"very_unsat","little","no",4812
"one",60111,62,38,568718,274,3,2,"avg","little","no",8761
"zero",97802,231,66,254546,383,24,2,"very_sat","high","yes",2575
"zero",54353,184,0,156317,292,13,1,"very_unsat","very_little","no",6201
"one",110389,0,20,470445,789,1,5,"unsat","little","no",5597
"one",124801,46,62,795572,396,4,2,"very_unsat","high","no",644
"zero",138637,54,0,845860,651,1,1,"very_sat","very_high","yes",8217
"one",32751,53,0,927058,227,4,15,"very_sat","little","no",3637
"zero",37593,45,70,213713,249,4,2,"very_sat","very_little","no",852
"zero",135334,0,39,317689,211,0,1,"very_unsat","very_little","no",530
"zero",48023,0,0,235924,137,0,14,"avg","very_high","no",6157
"zero",40982,0,0,277821,205,0,11,"avg","little","no",4268
"zero",75776,174,0,258731,214,27,8,"very_unsat","little","no",9775
"zero",153780,77,42,256656,763,4,2,"very_sat","very_high","no",9190
"one",142772,0,62,834167,870,1,1,"very_sat","little","no",5271
"zero",93688,0,17,281130,394,0,5,"very_unsat","very_little","no",2642
"zero",141844,212,77,957027,137,10,2,"very_sat","little","no",9801
"one",35799,203,0,746397,149,27,15,"avg","very_little","no",9663
"one",87881,0,76,174321,273,0,1,"unsat","little","no",8162
"zero",69553,0,70,222662,147,10,1,"unsat","little","yes",4374
"one",120294,41,7,987124,632,5,2,"very_sat","very_little","no",2802
"one",31147,66,0,681793,237,5,15,"very_sat","high","no",3472
"zero",74808,161,28,165329,453,19,1,"very_unsat","little","no",286
"one",66122,0,0,917548,318,0,10,"unsat","little","no",5145
"one",149014,0,26,846183,843,0,2,"very_sat","high","no",2202
"one",39631,171,16,337302,210,22,5,"very_sat","little","no",4813
"one",125845,0,6,772123,464,1,11,"very_sat","high","yes",4750
"one",49325,0,21,311070,169,0,11,"unsat","very_little","no",4580
"one",70751,0,63,202435,272,1,1,"sat","little","no",8601
"zero",88799,223,55,602576,352,16,1,"very_unsat","little","no",2726
"one",48655,0,49,467672,140,21,2,"very_unsat","very_high","no",140
"one",104681,0,76,417509,564,0,2,"avg","very_high","no",6580
"one",45926,0,0,400692,154,1,15,"unsat","high","no",6583
"one",158702,0,75,299943,724,1,2,"unsat","very_little","yes",8179
"one",146377,74,19,719355,603,4,5,"very_sat","little","no",9573
"zero",84428,269,36,916931,382,29,2,"avg","very_high","no",4771
"zero",147670,62,0,227642,897,4,2,"sat","very_little","no",5803
"one",126346,184,0,196904,843,18,14,"very_unsat","little","no",1816
"one",35290,68,23,984115,210,5,5,"very_unsat","little","yes",8525
"zero",134325,57,12,853406,763,4,4,"very_unsat","little","no",2369
"one",32770,60,77,556074,225,5,8,"unsat","very_high","no",7981
"zero",45612,160,78,618842,226,4,2,"very_sat","very_little","no",7906
"one",59449,69,84,454740,343,3,2,"very_unsat","very_little","no",9868
"one",106962,68,9,245029,695,5,4,"unsat","very_little","no",3262
"one",150984,55,55,166220,631,4,2,"avg","very_little","yes",1599
"one",37459,72,69,307212,204,4,1,"unsat","very_high","no",3185
"zero",39100,62,0,611734,177,3,13,"very_sat","little","no",6278
"zero",39406,13,46,467445,753,3,1,"avg","very_high","no",2562
"one",30580,0,28,562324,153,0,2,"unsat","little","no",5117
"one",82032,195,0,365638,294,3,13,"very_unsat","high","yes",5645
"zero",30704,215,14,150879,194,25,5,"avg","little","yes",6014
"one",147936,208,19,764252,223,11,6,"very_unsat","little","yes",3555
"zero",71092,0,9,857324,274,1,6,"very_unsat","very_little","no",1574
"one",53269,235,0,178392,261,21,8,"unsat","very_high","no",8270
"one",29994,50,53,369213,156,4,1,"very_unsat","little","no",8926
"zero",154572,0,13,237884,637,4,4,"very_unsat","very_high","yes",9369
"zero",28113,31,0,196159,229,4,12,"unsat","very_little","no",5593
"zero",141079,66,15,680042,420,4,4,"very_unsat","little","no",8521
"one",22858,0,22,950667,352,1,6,"sat","avg","no",7888
"one",99409,133,18,175565,295,16,6,"avg","very_little","no",9545
"one",157461,59,0,412250,419,4,1,"sat","very_high","yes",7690
"one",66385,0,60,186396,148,3,2,"very_sat","very_little","no",487
"one",37078,76,75,919271,175,4,2,"very_unsat","little","no",8733
"zero",45453,56,6,410765,236,5,6,"very_sat","very_high","no",5282
"one",142690,189,72,272700,459,29,2,"very_sat","very_little","no",9091
"zero",26598,62,65,810405,200,3,1,"avg","very_high","no",1933
"zero",41111,0,14,248226,160,3,5,"very_unsat","high","no",6422
"one",128378,92,12,674408,619,4,6,"unsat","very_high","no",966
"zero",100069,224,9,224157,796,16,4,"very_sat","very_little","no",6488
"one",35697,0,0,202783,142,0,11,"very_sat","little","yes",6338
"one",45259,66,11,924872,206,5,5,"very_unsat","little","no",1707
"one",83889,0,5,587438,297,1,1,"very_unsat","little","no",4536
"zero",51588,80,0,514518,310,4,13,"avg","very_high","no",4295
"one",148739,210,16,309014,521,14,4,"very_sat","high","no",4515
"zero",51795,47,7,186207,374,3,5,"avg","very_high","yes",3775
"one",49098,0,0,230034,233,1,8,"unsat","very_little","yes",9793
"one",39465,50,17,167631,206,4,5,"avg","very_high","yes",9802
"zero",42501,51,5,255763,179,0,4,"very_unsat","little","no",9837
"zero",68955,58,37,757975,270,4,1,"very_sat","little","no",1220
